"difference","startDate","startSentiment","endSentiment","endDate","ticker","startCount","endCount","countRatio","countSlope","changeInSentimentSlope","normalizedCountSlope","normalizedSentimentSlope","normalizedDifference","normalizedCountRatio","priceOnStartDate","priceOnEndDate","priceOnEndDate3","priceOnEndDate7","priceOnEndDate15","priceOnEndDate30","decision"
"-5","2016-01-08","5","0","2016-01-11","hart","10","5","0.5","1.6666666666666667","-1.6666666666666667","0.5193939393939394","0.4943693693693694","0.4831081081081081","0.0017411183030077487","2.25","2.34","1.9","1.715","1.79","1.2","do nothing"
"-5","2016-01-13","5","0","2016-01-20","xom","2","1","0.5","0.14285714285714285","-0.7142857142857143","0.5166233766233767","0.49758687258687256","0.4831081081081081","0.0017411183030077487","75.650002","73.18","73.980003","75.290001","79.830002","82.5","do nothing"
"-5","2016-01-30","4","-1","2016-01-31","xom","9","9","1","0","-5","0.5163636363636364","0.4831081081081081","0.4831081081081081","0.00349552758542777","76.290001","76.290001","78.480003","81.160004","81.220001","81.279999","do nothing"
"-5","2016-01-11","3","-2","2016-01-13","clvs","1","2","2","-0.5","-2.5","0.5154545454545455","0.49155405405405406","0.4831081081081081","0.007004346150267813","26.139999","24.18","21.809999","22.280001","20.629999","18.969999","do nothing"
"-5","2016-01-11","9","4","2016-01-13","fcel","4","3","0.75","0.5","-2.5","0.5172727272727272","0.49155405405405406","0.4831081081081081","0.0026183229442177593","5.88","5.2","4.95","4.92","5.21","4.78","do nothing"
"-5","2016-01-06","9","4","2016-01-11","intc","1","2","2","-0.2","-1","0.516","0.4966216216216216","0.4831081081081081","0.007004346150267813","33.080002","32.060001","32.740002","29.799999","29.940001","28.23","do nothing"
"-5","2016-01-15","3","-2","2016-01-27","intc","3","1","0.3333333333333333","0.16666666666666666","-0.4166666666666667","0.5166666666666667","0.4985923423423424","0.4831081081081081","0.0011563152088677415","29.76","29.809999","30.82","29.34","28.219999","29.799999","do nothing"
"-5","2016-01-29","3","-2","2016-01-30","intc","1","4","4","-3","-5","0.5109090909090909","0.4831081081081081","0.4831081081081081","0.014021983279947898","31.02","30.82","29.799999","28.82","28.780001","29.59","do nothing"
"-5","2016-01-28","3","-2","2016-01-31","agen","1","2","2","-0.3333333333333333","-1.6666666666666667","0.5157575757575757","0.4943693693693694","0.4831081081081081","0.007004346150267813","3.08","3.21","2.96","2.85","3.01","2.91","do nothing"
"-5","2016-01-01","3","-2","2016-01-05","eyes","1","2","2","-0.25","-1.25","0.5159090909090909","0.49577702702702703","0.4831081081081081","0.007004346150267813","5.6","5.62","4.4","4.19","4.14","4.78","do nothing"
"-5","2016-01-08","7","2","2016-01-11","eyes","2","6","3","-1.3333333333333333","-1.6666666666666667","0.513939393939394","0.4943693693693694","0.4831081081081081","0.010513164715107855","4.4","4.31","4.18","3.91","4.62","4.08","do nothing"
"-5","2016-01-11","2","-3","2016-01-13","eyes","6","3","0.5","1.5","-2.5","0.519090909090909","0.49155405405405406","0.4831081081081081","0.0017411183030077487","4.31","3.78","3.91","4.14","4.57","4.13","do nothing"
"-5","2016-01-08","7","2","2016-01-31","hotr","1","1","1","0","-0.21739130434782608","0.5163636363636364","0.49926556991774385","0.4831081081081081","0.00349552758542777","0.92","0.69","0.69","0.69","0.84","0.96","do nothing"
"-5","2016-01-15","3","-2","2016-01-19","kndi","1","1","1","0","-1.25","0.5163636363636364","0.49577702702702703","0.4831081081081081","0.00349552758542777","8.38","8.09","8.42","7.77","7.46","7.25","do nothing"
"-5","2016-01-01","4","-1","2016-01-05","cnx","1","1","1","0","-1.25","0.5163636363636364","0.49577702702702703","0.4831081081081081","0.00349552758542777","8.57","8.53","7.69","6.7","5.07","8.81","do nothing"
"-5","2016-01-01","4","-1","2016-01-05","ea","4","1","0.25","0.75","-1.25","0.5177272727272727","0.49577702702702703","0.4831081081081081","0.0008639136617977379","66.099998","64.940002","63.130001","65.620003","66.849998","58.73","do nothing"
"-5","2016-01-01","5","0","2016-01-08","ayi","1","4","4","-0.42857142857142855","-0.7142857142857143","0.5155844155844156","0.49758687258687256","0.4831081081081081","0.014021983279947898","233.210007","215.479996","206.330002","203.059998","192.380005","177.220001","do nothing"
"-5","2016-01-01","5","0","2016-01-04","fdx","3","1","0.3333333333333333","0.6666666666666666","-1.6666666666666667","0.5175757575757576","0.4943693693693694","0.4831081081081081","0.0011563152088677415","143.429993","143.429993","134.589996","132.970001","127.199997","130.979996","do nothing"
"-5","2016-01-01","5","0","2016-01-05","feye","5","1","0.2","1","-1.25","0.5181818181818182","0.49577702702702703","0.4831081081081081","0.0006884727335557358","21.870001","21.639999","18.32","16.85","14.87","14.71","do nothing"
"-5","2016-01-01","5","0","2016-01-11","gme","1","3","3","-0.2","-0.5","0.516","0.4983108108108108","0.4831081081081081","0.010513164715107855","28.309999","29.379999","25.58","25.51","26.059999","26.65","do nothing"
"-5","2016-01-01","5","0","2016-01-30","ibn","5","1","0.2","0.13793103448275862","-0.1724137931034483","0.5166144200626959","0.4994175209692451","0.4831081081081081","0.0006884727335557358","7.64","6.42","6.02","5.9","5.6","5.67","do nothing"
"-5","2016-01-01","5","0","2016-01-11","ice","2","1","0.5","0.1","-0.5","0.5165454545454546","0.4983108108108108","0.4831081081081081","0.0017411183030077487","251.389999","252.639999","250.070007","249.029999","251.639999","236.460007","do nothing"
"-5","2016-01-01","5","0","2016-01-05","kite","2","1","0.5","0.25","-1.25","0.5168181818181818","0.49577702702702703","0.4831081081081081","0.0017411183030077487","61.919998","62.310001","54.150002","54.709999","56.290001","47.189999","do nothing"
"-5","2016-01-01","5","0","2016-01-11","mack","1","1","1","0","-0.5","0.5163636363636364","0.4983108108108108","0.4831081081081081","0.00349552758542777","7.74","5.82","6.25","5.97","6.42","5.41","do nothing"
"-5","2016-01-20","0","-5","2016-01-22","msft","1","6","6","-2.5","-2.5","0.5118181818181818","0.49155405405405406","0.4831081081081081","0.021039620409627986","50.790001","52.290001","51.790001","55.09","49.41","52.650002","do nothing"
"-5","2016-01-01","5","0","2016-01-13","nue","2","1","0.5","0.08333333333333333","-0.4166666666666667","0.5165151515151515","0.4985923423423424","0.4831081081081081","0.0017411183030077487","39.549999","35.619999","35.27","34.98","36.639999","40.029999","do nothing"
"-5","2016-01-01","5","0","2016-01-13","nymx","15","1","0.06666666666666667","1.1666666666666667","-0.4166666666666667","0.5184848484848485","0.4985923423423424","0.4831081081081081","0.00022063025824372998","3.07","2.48","2.15","2.27","2.35","2.15","do nothing"
"-5","2016-01-01","5","0","2016-01-20","spwr","2","1","0.5","0.05263157894736842","-0.2631578947368421","0.5164593301435406","0.4991109530583214","0.4831081081081081","0.0017411183030077487","30.360001","21.950001","23.799999","23.950001","25.65","21.139999","do nothing"
"-5","2016-01-12","0","-5","2016-01-13","tnxp","1","5","5","-4","-5","0.509090909090909","0.4831081081081081","0.4831081081081081","0.017530801844787943","5.97","5.04","4.64","4.88","4.68","4.04","do nothing"
"-5","2016-01-01","5","0","2016-01-08","x","4","1","0.25","0.42857142857142855","-0.7142857142857143","0.5171428571428571","0.49758687258687256","0.4831081081081081","0.0008639136617977379","8.14","7.04","6.82","6.89","6.92","7.77","do nothing"
"-5","2016-01-01","5","0","2016-01-03","yelp","2","1","0.5","0.5","-2.5","0.5172727272727272","0.49155405405405406","0.4831081081081081","0.0017411183030077487","27.6","27.6","25.91","24.309999","20.790001","20.040001","do nothing"
"-5","2016-01-01","6","1","2016-01-07","teva","1","2","2","-0.16666666666666666","-0.8333333333333334","0.516060606060606","0.49718468468468463","0.4831081081081081","0.007004346150267813","65.300003","64.489998","63.490002","63.209999","63.259998","56.93","do nothing"
"-5","2016-01-05","3","-2","2016-01-06","chk","2","1","0.5","1","-5","0.5181818181818182","0.4831081081081081","0.4831081081081081","0.0017411183030077487","5.01","4.68","4.17","3.64","3.55","3.06","do nothing"
"-5","2016-01-11","5","0","2016-01-13","csco","2","1","0.5","0.5","-2.5","0.5172727272727272","0.49155405405405406","0.4831081081081081","0.0017411183030077487","25.27","24.6","23.85","22.9","23.110001","25.110001","do nothing"
"-5","2016-01-01","9","4","2016-01-05","sbux","4","1","0.25","0.75","-1.25","0.5177272727272727","0.49577702702702703","0.4831081081081081","0.0008639136617977379","58.259998","58.650002","56.630001","59.459999","56.919998","58.290001","do nothing"
"-5","2016-01-13","5","0","2016-01-20","ua","7","1","0.14285714285714285","0.8571428571428571","-0.7142857142857143","0.5179220779220779","0.49758687258687256","0.4831081081081081","0.0004879688155648761","71.870003","67.339996","68.160004","68.580002","80.540001","80.639999","do nothing"
"-5","2016-01-11","3","-2","2016-01-12","f","2","3","1.5","-1","-5","0.5145454545454545","0.4831081081081081","0.4831081081081081","0.005249936867847791","12.77","12.85","11.97","11.95","11.85","11.17","do nothing"
"-5","2016-01-30","6","1","2016-01-31","f","4","4","1","0","-5","0.5163636363636364","0.4831081081081081","0.4831081081081081","0.00349552758542777","12.07","12.07","11.46","11.59","11.87","13.09","do nothing"
"-5","2016-01-13","7","2","2016-01-20","znga","2","3","1.5","-0.14285714285714285","-0.7142857142857143","0.5161038961038961","0.49758687258687256","0.4831081081081081","0.005249936867847791","2.37","2.23","2.38","2.41","2.38","1.99","do nothing"
"-5","2016-01-05","5","0","2016-01-20","pirs","1","1","1","0","-0.3333333333333333","0.5163636363636364","0.49887387387387383","0.4831081081081081","0.00349552758542777","2.23","1.59","1.63","1.53","1.7","1.64","do nothing"
"-5","2016-01-28","5","0","2016-01-29","qqq","8","1","0.125","7","-5","0.5290909090909091","0.4831081081081081","0.4831081081081081","0.0004253113411927325","102","104.129997","104.410004","98.120003","100.230003","102.5","do nothing"
"-5","2016-01-08","5","0","2016-01-11","lpth","3","1","0.3333333333333333","0.6666666666666666","-1.6666666666666667","0.5175757575757576","0.4943693693693694","0.4831081081081081","0.0011563152088677415","2.81","3.13","3.07","3.29","2.9","2.58","do nothing"
"-5","2016-01-20","5","0","2016-01-21","tvix","19","2","0.10526315789473684","17","-5","0.5472727272727272","0.4831081081081081","0.4831081081081081","0.0003560583432024685","11.09","11.02","10.07","9.2","10.03","8.18","do nothing"
"-5","2016-01-11","5","0","2016-01-12","nke","5","1","0.2","4","-5","0.5236363636363637","0.4831081081081081","0.4831081081081081","0.0006884727335557358","59.549999","59.939999","57.560001","58.32","59.580002","56","do nothing"
"-5","2016-01-13","5","0","2016-01-15","nke","7","1","0.14285714285714285","3","-2.5","0.5218181818181818","0.49155405405405406","0.4831081081081081","0.0004879688155648761","58.779999","57.560001","58.32","60.880001","63.16","57.790001","do nothing"
"-5","2016-01-22","-1","-6","2016-01-26","baba","6","5","0.8333333333333334","0.25","-1.25","0.5168181818181818","0.49577702702702703","0.4831081081081081","0.002910724491287763","70.370003","69.769997","67.029999","65.089996","61.779999","66.660004","do nothing"
"-5","2016-01-21","3","-2","2016-01-22","nflx","5","20","4","-15","-5","0.4890909090909091","0.4831081081081081","0.4831081081081081","0.014021983279947898","102.349998","100.720001","99.120003","91.839996","83.32","91.93","do nothing"
"-5","2016-01-13","7","2","2016-01-15","wgbs","10","1","0.1","4.5","-2.5","0.5245454545454545","0.49155405405405406","0.4831081081081081","0.00033759087707173146","0.6","0.56","0.59","0.56","0.6","0.61","do nothing"
"-5","2016-01-11","12","7","2016-01-13","idra","13","7","0.5384615384615384","3","-2.5","0.5218181818181818","0.49155405405405406","0.4831081081081081","0.001876072863193904","2.22","2.1","1.79","1.92","1.81","1.66","do nothing"
"-5","2016-01-02","5","0","2016-01-03","avxl","1","1","1","0","-5","0.5163636363636364","0.4831081081081081","0.4831081081081081","0.00349552758542777","6.26","6.26","5.11","5.16","3.72","4.27","do nothing"
"-5","2016-01-20","9","4","2016-01-21","mnkd","8","6","0.75","2","-5","0.52","0.4831081081081081","0.4831081081081081","0.0026183229442177593","0.79","0.74","0.75","0.9","0.97","1","do nothing"
"-5","2016-01-11","3","-2","2016-01-12","aapl","55","6","0.10909090909090909","49","-5","0.6054545454545455","0.4831081081081081","0.4831081081081081","0.0003694892276611863","98.529999","99.959999","97.129997","96.660004","93.419998","93.699997","do nothing"
"-5","2016-01-11","4","-1","2016-01-13","gsk","1","2","2","-0.5","-2.5","0.5154545454545455","0.49155405405405406","0.4831081081081081","0.007004346150267813","39.290001","39.16","39.279999","38.950001","40.639999","39.759998","do nothing"
"-5","2016-01-28","0","-5","2016-01-31","ll","2","2","1","0","-1.6666666666666667","0.5163636363636364","0.4943693693693694","0.4831081081081081","0.00349552758542777","12.89","13.36","12.38","12.35","13.82","11.19","do nothing"
"-5","2016-01-20","5","0","2016-01-31","qunr","2","1","0.5","0.09090909090909091","-0.45454545454545453","0.5165289256198347","0.49846437346437344","0.4831081081081081","0.0017411183030077487","43.889999","40.240002","39.630001","34.75","36","37.439999","do nothing"
"-5","2016-01-05","4","-1","2016-01-06","san","2","1","0.5","1","-5","0.5181818181818182","0.4831081081081081","0.4831081081081081","0.0017411183030077487","4.7","4.51","4.43","4.36","4.12","4.12","do nothing"
"-5","2016-01-05","5","0","2016-01-20","eros","1","1","1","0","-0.3333333333333333","0.5163636363636364","0.49887387387387383","0.4831081081081081","0.00349552758542777","8.59","7.98","8.01","8.15","8.04","7.13","do nothing"
"-5","2016-01-06","5","0","2016-01-07","halo","1","1","1","0","-5","0.5163636363636364","0.4831081081081081","0.4831081081081081","0.00349552758542777","15.77","15","12.37","10.21","10.38","7.32","do nothing"
"-5","2016-01-05","7","2","2016-01-11","cers","1","1","1","0","-0.8333333333333334","0.5163636363636364","0.49718468468468463","0.4831081081081081","0.00349552758542777","6.4","5.62","5.53","5.23","5.39","5.66","do nothing"
"-5","2016-01-07","1","-4","2016-01-13","ogxi","1","1","1","0","-0.8333333333333334","0.5163636363636364","0.49718468468468463","0.4831081081081081","0.00349552758542777","1.12","0.75","0.72","0.76","0.63","0.62","do nothing"
"-5","2016-01-11","5","0","2016-01-29","mdvn","2","1","0.5","0.05555555555555555","-0.2777777777777778","0.5164646464646464","0.49906156156156156","0.4831081081081081","0.0017411183030077487","36.169998","32.700001","33.16","29.139999","31.58","35.77","do nothing"
"-5","2016-01-13","4","-1","2016-01-15","icld","4","1","0.25","1.5","-2.5","0.519090909090909","0.49155405405405406","0.4831081081081081","0.0008639136617977379","0.72","0.66","0.6","0.64","0.613","0.566","do nothing"
"-5","2016-01-08","4","-1","2016-01-11","mat","1","1","1","0","-1.6666666666666667","0.5163636363636364","0.4943693693693694","0.4831081081081081","0.00349552758542777","26.93","26.700001","26.299999","24.870001","27.110001","30.25","do nothing"
"-5","2016-01-08","4","-1","2016-01-28","mitk","3","2","0.6666666666666666","0.05","-0.25","0.5164545454545455","0.49915540540540543","0.4831081081081081","0.0023259213971477555","4.74","4.23","4.39","4.68","4.41","5.17","do nothing"
"-5","2016-01-08","5","0","2016-01-31","ryam","1","1","1","0","-0.21739130434782608","0.5163636363636364","0.49926556991774385","0.4831081081081081","0.00349552758542777","8.45","7.17","7.15","6.91","6.5","7.09","do nothing"
"-5","2016-01-11","2","-3","2016-01-13","bbep","5","1","0.2","2","-2.5","0.52","0.49155405405405406","0.4831081081081081","0.0006884727335557358","0.63","0.54","0.51","0.5","0.76","0.54","do nothing"
"-5","2016-01-13","5","0","2016-01-20","es","1","1","1","0","-0.7142857142857143","0.5163636363636364","0.49758687258687256","0.4831081081081081","0.00349552758542777","51.299999","51.150002","51.639999","52.32","54.93","54.669998","do nothing"
"-5","2016-01-22","5","0","2016-01-28","syna","1","1","1","0","-0.8333333333333334","0.5163636363636364","0.49718468468468463","0.4831081081081081","0.00349552758542777","76.120003","66.230003","73.68","71.93","73.279999","81.209999","do nothing"
"-5","2016-01-29","5","0","2016-01-31","vstm","1","1","1","0","-2.5","0.5163636363636364","0.49155405405405406","0.4831081081081081","0.00349552758542777","1.2","1.23","1.11","1.1","1.18","1.14","do nothing"
"-4","2016-01-27","0","-4","2016-01-28","goog","1","5","5","-4","-4","0.509090909090909","0.4864864864864865","0.4864864864864865","0.017530801844787943","699.98999","730.960022","752","708.01001","682.400024","697.77002","do nothing"
"-4","2016-01-13","4","0","2016-01-21","brk.b","1","1","1","0","-0.5","0.5163636363636364","0.4983108108108108","0.4864864864864865","0.00349552758542777","129","129.4","129.4","126.4","127.4","128.8","do nothing"
"-4","2016-01-15","3","-1","2016-01-20","ibb","1","6","6","-1","-0.8","0.5145454545454545","0.49729729729729727","0.4864864864864865","0.021039620409627986","284.179993","285.48999","283.200012","273.399994","264.690002","261.829987","do nothing"
"-4","2016-01-11","0","-4","2016-01-28","nbl","1","1","1","0","-0.23529411764705882","0.5163636363636364","0.4992050874403815","0.4864864864864865","0.00349552758542777","28.99","30.969999","31.65","31.379999","28.73","29.5","do nothing"
"-4","2016-01-05","4","0","2016-01-13","pypl","3","1","0.3333333333333333","0.25","-0.5","0.5168181818181818","0.4983108108108108","0.4864864864864865","0.0011563152088677415","34.310001","32.119999","32.200001","31.200001","34.240002","34.299999","do nothing"
"-4","2016-01-30","7","3","2016-01-31","pypl","3","6","2","-3","-4","0.5109090909090909","0.4864864864864865","0.4864864864864865","0.007004346150267813","37.080002","37.080002","37.009998","33.610001","35.459999","39.25","do nothing"
"-4","2016-01-13","4","0","2016-01-22","rgls","1","1","1","0","-0.4444444444444444","0.5163636363636364","0.4984984984984985","0.4864864864864865","0.00349552758542777","6.07","6.44","6.14","5.78","5.48","7.61","do nothing"
"-4","2016-01-27","3","-1","2016-01-28","slb","2","1","0.5","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0017411183030077487","65.550003","69.510002","71.459999","70.540001","70.309998","71.720001","do nothing"
"-4","2016-01-28","4","0","2016-01-30","aa","1","1","1","0","-2","0.5163636363636364","0.49324324324324326","0.4864864864864865","0.00349552758542777","7","7.21","6.97","7.9","8.12","8.93","do nothing"
"-4","2016-01-19","0","-4","2016-01-20","amzn","1","8","8","-7","-4","0.5036363636363637","0.4864864864864865","0.4864864864864865","0.028057257539308073","574.47998","571.77002","596.530029","583.349976","536.26001","534.900024","do nothing"
"-4","2016-01-01","0","-4","2016-01-05","arwr","1","1","1","0","-1","0.5163636363636364","0.4966216216216216","0.4864864864864865","0.00349552758542777","5.98","5.87","5.36","4.98","3.98","3.69","do nothing"
"-4","2016-01-11","4","0","2016-01-12","atv","14","2","0.14285714285714285","12","-4","0.5381818181818182","0.4864864864864865","0.4864864864864865","0.0004879688155648761","7.34","7.49","7.66","7.72","6.3","7.07","do nothing"
"-4","2016-01-01","0","-4","2016-01-08","bzun","1","2","2","-0.14285714285714285","-0.5714285714285714","0.5161038961038961","0.498069498069498","0.4864864864864865","0.007004346150267813","7.47","6.75","6.51","6.53","6.7","5.35","do nothing"
"-4","2016-01-20","4","0","2016-01-21","bzun","1","1","1","0","-4","0.5163636363636364","0.4864864864864865","0.4864864864864865","0.00349552758542777","6.14","6.47","6.7","6.49","5.96","6.01","do nothing"
"-4","2016-01-22","4","0","2016-01-26","cmg","8","1","0.125","1.75","-1","0.5195454545454545","0.4966216216216216","0.4864864864864865","0.0004253113411927325","450.76001","448.149994","452.970001","475.670013","448.809998","505.329987","do nothing"
"-4","2016-01-30","2","-2","2016-01-31","cop","6","1","0.16666666666666666","5","-4","0.5254545454545455","0.4864864864864865","0.4864864864864865","0.0005715121147277343","38.599998","38.599998","38.630001","34.43","32.759998","34.459999","do nothing"
"-4","2016-01-29","4","0","2016-01-30","dax","2","1","0.5","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0017411183030077487","22.84","22.85","22.524","21.559999","21.719999","22.139999","do nothing"
"-4","2016-01-05","4","0","2016-01-21","db","1","3","3","-0.125","-0.25","0.5161363636363636","0.49915540540540543","0.4864864864864865","0.010513164715107855","23.48","18.58","17.870001","17.76","16.889999","17.389999","do nothing"
"-4","2016-01-01","0","-4","2016-01-20","de","1","1","1","0","-0.21052631578947367","0.5163636363636364","0.49928876244665715","0.4864864864864865","0.00349552758542777","76.080002","72","71.779999","73.629997","78.699997","77","do nothing"
"-4","2016-01-01","0","-4","2016-01-11","efut","2","1","0.5","0.1","-0.4","0.5165454545454546","0.4986486486486486","0.4864864864864865","0.0017411183030077487","9.17","7.95","7.19","6.79","6.82","5.38","do nothing"
"-4","2016-01-11","0","-4","2016-01-13","eyeg","1","1","1","0","-2","0.5163636363636364","0.49324324324324326","0.4864864864864865","0.00349552758542777","2.04","1.63","1.586","1.65","1.69","2.72","do nothing"
"-4","2016-01-03","4","0","2016-01-05","fb","1","6","6","-2.5","-2","0.5118181818181818","0.49324324324324326","0.4864864864864865","0.021039620409627986","102.220001","102.730003","97.330002","99.370003","94.349998","110.489998","do nothing"
"-4","2016-01-13","4","0","2016-01-30","gale","3","1","0.3333333333333333","0.11764705882352941","-0.23529411764705882","0.5165775401069519","0.4992050874403815","0.4864864864864865","0.0011563152088677415","0.75","0.65","0.62","0.64","0.8","0.83","do nothing"
"-4","2016-01-02","4","0","2016-01-31","gddy","1","1","1","0","-0.13793103448275862","0.5163636363636364","0.49953401677539605","0.4864864864864865","0.00349552758542777","32.810001","30.67","30.27","25.940001","27.09","32.23","do nothing"
"-4","2016-01-13","4","0","2016-01-28","grpn","1","1","1","0","-0.26666666666666666","0.5163636363636364","0.49909909909909905","0.4864864864864865","0.00349552758542777","2.55","2.69","2.64","2.64","2.89","4.78","do nothing"
"-4","2016-01-11","6","2","2016-01-13","ko","2","1","0.5","0.5","-2","0.5172727272727272","0.49324324324324326","0.4864864864864865","0.0017411183030077487","41.580002","41.849998","41.919998","41.380001","42.57","43.110001","do nothing"
"-4","2016-01-19","3","-1","2016-01-28","lc","1","1","1","0","-0.4444444444444444","0.5163636363636364","0.4984984984984985","0.4864864864864865","0.00349552758542777","7.34","7.39","7.61","7.59","7.04","8.73","do nothing"
"-4","2016-01-26","0","-4","2016-01-30","lock","1","1","1","0","-1","0.5163636363636364","0.4966216216216216","0.4864864864864865","0.00349552758542777","11.86","12.13","12.33","11.71","9.89","11.03","do nothing"
"-4","2016-01-12","4","0","2016-01-15","m","2","1","0.5","0.3333333333333333","-1.3333333333333333","0.516969696969697","0.4954954954954955","0.4864864864864865","0.0017411183030077487","38.610001","37.880001","38.759998","41.349998","40.91","40.470001","do nothing"
"-4","2016-01-19","3","-1","2016-01-20","mchp","1","1","1","0","-4","0.5163636363636364","0.4864864864864865","0.4864864864864865","0.00349552758542777","41.700001","42.849998","43.200001","43.330002","42.740002","42.369999","do nothing"
"-4","2016-01-22","5","1","2016-01-26","neon","2","1","0.5","0.25","-1","0.5168181818181818","0.4966216216216216","0.4864864864864865","0.0017411183030077487","2.45","2.57","2.35","2.29","2.12","2.37","do nothing"
"-4","2016-01-28","4","0","2016-01-30","omer","2","1","0.5","0.5","-2","0.5172727272727272","0.49324324324324326","0.4864864864864865","0.0017411183030077487","10","11.52","11.11","10.35","11.2","10.14","do nothing"
"-4","2016-01-19","2","-2","2016-01-22","ups","1","1","1","0","-1.3333333333333333","0.5163636363636364","0.4954954954954955","0.4864864864864865","0.00349552758542777","90.349998","89.900002","89.419998","93.199997","97.300003","98.019997","do nothing"
"-4","2016-01-19","3","-1","2016-01-28","vlo","1","2","2","-0.1111111111111111","-0.4444444444444444","0.5161616161616162","0.4984984984984985","0.4864864864864865","0.007004346150267813","66.540001","64.540001","68.699997","61.790001","57.75","60.080002","do nothing"
"-4","2016-01-28","4","0","2016-01-30","wfc","1","3","3","-1","-2","0.5145454545454545","0.49324324324324326","0.4864864864864865","0.010513164715107855","48.919998","49.939999","48.830002","46.5","48.240002","46.919998","do nothing"
"-4","2016-01-28","4","0","2016-01-31","wmb","1","2","2","-0.3333333333333333","-1.3333333333333333","0.5157575757575757","0.4954954954954955","0.4864864864864865","0.007004346150267813","19.290001","19.51","18.41","11.16","15.01","16.549999","do nothing"
"-4","2016-01-13","1","-3","2016-01-15","wynn","1","3","3","-1","-2","0.5145454545454545","0.49324324324324326","0.4864864864864865","0.010513164715107855","52.470001","58.369999","59.130001","59.169998","67.099998","74.650002","do nothing"
"-4","2016-01-22","4","0","2016-01-28","aal","1","1","1","0","-0.6666666666666666","0.5163636363636364","0.49774774774774777","0.4864864864864865","0.00349552758542777","40.16","38.139999","39.380001","38.209999","37.82","41","do nothing"
"-4","2016-01-30","4","0","2016-01-31","ba","1","2","2","-1","-4","0.5145454545454545","0.4864864864864865","0.4864864864864865","0.007004346150267813","121.559998","121.559998","121.870003","119.470001","112.599998","119.959999","do nothing"
"-4","2016-01-06","0","-4","2016-01-07","bbby","1","2","2","-1","-4","0.5145454545454545","0.4864864864864865","0.4864864864864865","0.007004346150267813","47.02","46.509998","46.139999","44.23","43.689999","43.740002","do nothing"
"-4","2016-01-22","0","-4","2016-01-28","c","1","1","1","0","-0.6666666666666666","0.5163636363636364","0.49774774774774777","0.4864864864864865","0.00349552758542777","41.060001","40.389999","42.48","40.790001","37.540001","38.849998","do nothing"
"-4","2016-01-01","1","-3","2016-01-05","csiq","2","1","0.5","0.25","-1","0.5168181818181818","0.4966216216216216","0.4864864864864865","0.0017411183030077487","27.98","27.5","23.5","21.719999","18.110001","20.120001","do nothing"
"-4","2016-01-13","6","2","2016-01-14","csiq","4","1","0.25","3","-4","0.5218181818181818","0.4864864864864865","0.4864864864864865","0.0008639136617977379","20.629999","20.280001","18.74","19.030001","20.17","19.290001","do nothing"
"-4","2016-01-22","2","-2","2016-01-25","csiq","1","1","1","0","-1.3333333333333333","0.5163636363636364","0.4954954954954955","0.4864864864864865","0.00349552758542777","19.959999","19.389999","19.379999","20.41","17.77","21.809999","do nothing"
"-4","2016-01-06","0","-4","2016-01-07","exxi","2","2","1","0","-4","0.5163636363636364","0.4864864864864865","0.4864864864864865","0.00349552758542777","1.02","1.01","0.95","0.74","0.83","0.54","do nothing"
"-4","2016-01-11","6","2","2016-01-12","exxi","3","2","0.6666666666666666","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0023259213971477555","0.95","0.8","0.7","0.5","0.83","0.52","do nothing"
"-4","2016-01-28","5","1","2016-01-29","exxi","3","1","0.3333333333333333","2","-4","0.52","0.4864864864864865","0.4864864864864865","0.0011563152088677415","0.81","0.87","0.79","0.61","0.45","0.37","do nothing"
"-4","2016-01-21","11","7","2016-01-22","fcx","2","10","5","-8","-4","0.5018181818181818","0.4864864864864865","0.4864864864864865","0.017530801844787943","4.33","3.94","3.94","4.6","5.27","7.93","do nothing"
"-4","2016-01-26","0","-4","2016-01-28","hes","1","2","2","-0.5","-2","0.5154545454545455","0.49324324324324326","0.4864864864864865","0.007004346150267813","34.810001","40.34","41.759998","43.470001","40.110001","43.599998","do nothing"
"-4","2016-01-06","7","3","2016-01-08","mbly","2","1","0.5","0.5","-2","0.5172727272727272","0.49324324324324326","0.4864864864864865","0.0017411183030077487","38.029999","38.740002","39.07","29.98","28.77","24.540001","do nothing"
"-4","2016-01-13","4","0","2016-01-26","pcrx","1","1","1","0","-0.3076923076923077","0.5163636363636364","0.49896049896049893","0.4864864864864865","0.00349552758542777","61.389999","64.980003","59.419998","61.48","57.919998","57.259998","do nothing"
"-4","2016-01-11","1","-3","2016-01-20","adxs","1","1","1","0","-0.4444444444444444","0.5163636363636364","0.4984984984984985","0.4864864864864865","0.00349552758542777","7.46","6.79","7.28","6.83","6.82","6.19","do nothing"
"-4","2016-01-29","-1","-5","2016-01-30","cvx","1","5","5","-4","-4","0.509090909090909","0.4864864864864865","0.4864864864864865","0.017530801844787943","86.470001","85.290001","81.239998","85.989998","84.809998","83.440002","do nothing"
"-4","2016-01-01","2","-2","2016-01-02","drys","2","1","0.5","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0017411183030077487","0.16","0.16","0.16","0.11","0.1","0.13","do nothing"
