"difference","startDate","startSentiment","endSentiment","endDate","ticker","startCount","endCount","countRatio","countSlope","changeInSentimentSlope","normalizedCountSlope","normalizedSentimentSlope","normalizedDifference","normalizedCountRatio","priceOnStartDate","priceOnEndDate","priceOnEndDate3","priceOnEndDate7","priceOnEndDate15","priceOnEndDate30","decision"
"0","2016-01-07","0","0","2016-01-11","tisi","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","28.1","28.040001","26.530001","24.110001","23.91","22.02","do nothing"
"0","2016-01-21","0","0","2016-01-22","ual","2","1","0.5","1","0","0.5181818181818182","0.5","0.5","0.0017411183030077487","45.330002","46.720001","46.439999","48.279999","45.68","55.490002","do nothing"
"0","2016-01-22","0","0","2016-01-26","ual","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","46.720001","47.23","48.279999","46.450001","47.709999","56.860001","do nothing"
"0","2016-01-11","0","0","2016-01-20","va","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","32.259998","30.09","30.83","31.629999","31.51","30.780001","do nothing"
"0","2016-01-08","0","0","2016-01-30","vips","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","13.58","12.45","12.42","11.02","12.36","11.11","do nothing"
"0","2016-01-08","-1","-1","2016-01-31","cs","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","19.58","17.34","16.690001","14.44","13.56","14.1","do nothing"
"0","2016-01-08","0","0","2016-01-11","cnc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","62.549999","60.82","62.580002","62.509998","59.990002","54.900002","do nothing"
"0","2016-01-08","0","0","2016-01-11","foxa","2","1","0.5","0.3333333333333333","0","0.516969696969697","0.5","0.5","0.0017411183030077487","25.889999","25.879999","26.559999","26.360001","26.91","24.33","do nothing"
"0","2016-01-11","0","0","2016-01-22","foxa","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","25.879999","26.379999","26","26.969999","24.59","27.35","do nothing"
"0","2016-01-22","0","0","2016-01-27","foxa","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","26.379999","26.58","26.969999","26.49","24.68","27.08","do nothing"
"0","2016-01-27","0","0","2016-01-31","foxa","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","26.58","26.969999","26.49","24.59","25.610001","27.799999","do nothing"
"0","2016-01-08","0","0","2016-01-11","fsm","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","2.52","2.41","2.23","2.03","2.43","3.21","do nothing"
"0","2016-01-08","0","0","2016-01-31","mtdr","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","15.55","15","15.07","15.97","15.14","16.610001","do nothing"
"0","2016-01-08","0","0","2016-01-20","ocrx","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","2.83","2.16","2.6","2.67","2.82","2.86","do nothing"
"0","2016-01-29","0","0","2016-01-30","pbr","1","2","2","-1","0","0.5145454545454545","0.5","0.5","0.007004346150267813","3.47","3.29","2.98","3.12","3.06","3.6","do nothing"
"0","2016-01-08","0","0","2016-01-13","wwd","2","1","0.5","0.2","0","0.5167272727272727","0.5","0.5","0.0017411183030077487","46.099998","45.93","44.950001","43.48","45.369999","44.189999","do nothing"
"0","2016-01-08","0","0","2016-01-26","zts","1","2","2","-0.05555555555555555","0","0.5162626262626263","0.5","0.5","0.007004346150267813","45.880001","43.869999","43.049999","41.720001","39.330002","42.900002","do nothing"
"0","2016-01-14","0","0","2016-01-28","arna","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","1.66","1.46","1.52","1.61","1.52","1.49","do nothing"
"0","2016-01-08","3","3","2016-01-13","cldx","1","2","2","-0.2","0","0.516","0.5","0.5","0.007004346150267813","12.73","10.67","10.5","11.27","8.45","7.25","do nothing"
"0","2016-01-22","3","3","2016-01-26","cldx","2","1","0.5","0.25","0","0.5168181818181818","0.5","0.5","0.0017411183030077487","11.3","9.99","8.3","7.47","6.45","6.91","do nothing"
"0","2016-01-11","-1","-1","2016-01-21","crr","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","15.75","15.83","15.98","17.24","16.98","18.84","do nothing"
"0","2016-01-13","0","0","2016-01-26","noc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","184.860001","182.5","185.059998","187.440002","188.330002","192.929993","do nothing"
"0","2016-01-11","-1","-1","2016-01-13","rio","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","24.74","23.809999","23.32","22.700001","24.459999","26.52","do nothing"
"0","2016-01-20","0","0","2016-01-21","unp","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","73.610001","71","68.790001","70.160004","75.029999","81.610001","do nothing"
"0","2016-01-21","0","0","2016-01-31","unp","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","71","73.089996","72.260002","76.029999","79.370003","80.120003","do nothing"
"0","2016-01-27","0","0","2016-01-28","uri","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","55.84","45.580002","48.830002","48.68","45.450001","51.57","do nothing"
"0","2016-01-11","0","0","2016-01-22","afmd","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","4.49","3.7","4","3.32","2.99","3.23","do nothing"
"0","2016-01-11","0","0","2016-01-12","blrx","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","1.03","1.09","0.96","0.95","1.06","0.91","do nothing"
"0","2016-01-11","0","0","2016-01-13","efx","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","101.830002","101.040001","103.860001","101.68","101.769997","97.470001","do nothing"
"0","2016-01-11","0","0","2016-01-13","el","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","82.879997","83.099998","83.879997","82.93","83.690002","88.309998","do nothing"
"0","2016-01-11","0","0","2016-01-13","ful","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","32.889999","32.709999","33.380001","34.48","35.349998","36","do nothing"
"0","2016-01-11","0","0","2016-01-31","lmnx","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","18.870001","18.870001","18.780001","17.92","17.93","19.26","do nothing"
"0","2016-01-11","0","0","2016-01-30","lstr","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","56.869999","58.830002","57.099998","60.450001","59.439999","59.200001","do nothing"
"0","2016-01-11","0","0","2016-01-13","mdlz","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","41.68","40.59","41.459999","40.669998","41.549999","38.099998","do nothing"
"0","2016-01-11","0","0","2016-01-28","nclh","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","56","42.459999","47.060001","42.5","39.330002","49.130001","do nothing"
"0","2016-01-11","0","0","2016-01-12","nlnk","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","27.559999","28.120001","25.610001","25.709999","25.26","20.540001","do nothing"
"0","2016-01-13","-1","-1","2016-01-20","nsc","3","1","0.3333333333333333","0.2857142857142857","0","0.5168831168831168","0.5","0.5","0.0011563152088677415","71.440002","71.18","67.730003","69.889999","69.370003","75","do nothing"
"0","2016-01-20","-1","-1","2016-01-22","nsc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","71.18","68.589996","67.730003","70.5","70.489998","75.959999","do nothing"
"0","2016-01-11","0","0","2016-01-15","pnc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","88.279999","86.330002","85.330002","85.739998","86.089996","83.269997","do nothing"
"0","2016-01-11","0","0","2016-01-30","rspp","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","20.23","22.65","22.129999","20.290001","20.09","23.91","do nothing"
"0","2016-01-11","0","0","2016-01-13","usb","2","1","0.5","0.5","0","0.5172727272727272","0.5","0.5","0.0017411183030077487","39.860001","39.009998","39.130001","38.869999","39.220001","39.099998","do nothing"
"0","2016-01-13","0","0","2016-01-15","usb","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","39.009998","39.049999","39.130001","39.369999","39.799999","40.189999","do nothing"
"0","2016-01-11","0","0","2016-01-30","wern","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","22.299999","24.58","24.309999","26.219999","26.870001","26.549999","do nothing"
"0","2016-01-11","0","0","2016-01-20","wuba","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","59.419998","54.59","56.740002","55.509998","55.200001","53.830002","do nothing"
"0","2016-01-20","0","0","2016-01-21","wuba","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","54.59","55.57","56.740002","54.860001","51.07","56.130001","do nothing"
"0","2016-01-11","0","0","2016-01-26","yrcw","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","11.4","11.1","10.34","9.85","6.99","8","do nothing"
"0","2016-01-26","0","0","2016-01-28","yrcw","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","11.1","9.82","10.42","10.71","7","8.05","do nothing"
"0","2016-01-13","3","3","2016-01-20","cprx","4","1","0.25","0.42857142857142855","0","0.5171428571428571","0.5","0.5","0.0008639136617977379","2.01","2.18","2.08","1.96","1.9","1.18","do nothing"
"0","2016-01-29","0","0","2016-01-31","imgn","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","8.49","8.08","7.62","7.12","7.57","7.56","do nothing"
"0","2016-01-26","0","0","2016-01-30","once","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","30.58","29.360001","27.68","22.639999","29.17","31.860001","do nothing"
"0","2016-01-11","3","3","2016-01-28","glbl","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","4.17","4.15","4.24","4.24","3.03","3.17","do nothing"
"0","2016-01-13","0","0","2016-01-27","gnw","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","2.4","2.27","2.7","2.48","1.61","2.18","do nothing"
"0","2016-01-14","0","0","2016-01-30","loco","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","13.55","12.47","12","11.11","11.52","12.91","do nothing"
"0","2016-01-12","-1","-1","2016-01-13","onb","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","12.48","11.98","11.77","11.76","11.94","11.09","do nothing"
"0","2016-01-13","-1","-1","2016-01-28","bhp","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","20.379999","21.790001","21.73","22.889999","22.719999","22.610001","do nothing"
"0","2016-01-30","0","0","2016-01-31","n","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","70.470001","70.470001","67.099998","54.16","53.740002","61.98","do nothing"
"0","2016-01-12","0","0","2016-01-28","nsh","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","16","15.07","16.25","16.059999","14.59","17.389999","do nothing"
"0","2016-01-12","0","0","2016-01-13","nvro","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","71.019997","66.660004","64.190002","64","59.09","48.34","do nothing"
"0","2016-01-13","0","0","2016-01-31","nvro","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","66.660004","63.290001","63.32","50.099998","53.240002","56.810001","do nothing"
"0","2016-01-12","1","1","2016-01-26","maa","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","90.290001","94.800003","93.82","92.410004","86.220001","92.279999","do nothing"
"0","2016-01-26","0","0","2016-01-31","burl","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","51.790001","54.139999","53.470001","49.709999","54.34","56.799999","do nothing"
"0","2016-01-13","-1","-1","2016-01-20","cp","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","104.82","104.169998","113.800003","115.230003","123.470001","125.900002","do nothing"
"0","2016-01-20","-1","-1","2016-01-22","cp","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","104.169998","116.800003","113.800003","119.730003","121.849998","127.290001","do nothing"
"0","2016-01-13","0","0","2016-01-19","adtn","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","17.219999","17.59","18.84","18.76","18.16","18.299999","do nothing"
"0","2016-01-13","0","0","2016-01-22","aro","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","0.25","0.25","0.24","0.26","0.19","0.21","do nothing"
"0","2016-01-13","0","0","2016-01-28","auo","1","3","3","-0.13333333333333333","0","0.5161212121212121","0.5","0.5","0.010513164715107855","2.82","2.55","2.63","2.56","2.49","2.75","do nothing"
"0","2016-01-13","0","0","2016-01-20","aya","1","2","2","-0.14285714285714285","0","0.5161038961038961","0.5","0.5","0.007004346150267813","10.92","10.02","10.15","10.16","13.68","13.18","do nothing"
"0","2016-01-30","1","1","2016-01-31","bsi","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","4.05","4.05","3.61","3.4","3.23","3.55","do nothing"
"0","2016-01-13","0","0","2016-01-19","crdc","1","2","2","-0.16666666666666666","0","0.516060606060606","0.5","0.5","0.007004346150267813","0.19","0.25","0.3","0.27","0.26","2.46","do nothing"
"0","2016-01-13","0","0","2016-01-19","cree","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","24.23","24.290001","28.030001","27.719999","28.040001","30.57","do nothing"
"0","2016-01-19","0","0","2016-01-31","cree","1","2","2","-0.08333333333333333","0","0.5162121212121212","0.5","0.5","0.007004346150267813","24.290001","28.110001","28.040001","28.93","30.620001","32.439999","do nothing"
"0","2016-01-13","0","0","2016-01-26","enlk","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","12.07","12.36","11.99","10.7","8.52","8.49","do nothing"
"0","2016-01-13","0","0","2016-01-20","enph","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","2.5","2.04","2.31","2.26","2.31","2.14","do nothing"
"0","2016-01-20","0","0","2016-01-22","enph","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","2.04","2.36","2.31","2.43","2.09","2.21","do nothing"
"0","2016-01-13","0","0","2016-01-19","esv","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","10.62","9.42","9.57","9.18","9.08","8.59","do nothing"
"0","2016-01-13","0","0","2016-01-26","eth","2","1","0.5","0.07692307692307693","0","0.5165034965034966","0.5","0.5","0.0017411183030077487","24.25","26.209999","26.700001","28.440001","26.219999","28.41","do nothing"
"0","2016-01-13","0","0","2016-01-15","fast","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","38.77","37.669998","36.77","37.98","40.439999","43.68","do nothing"
"0","2016-01-13","0","0","2016-01-20","ffiv","2","3","1.5","-0.14285714285714285","0","0.5161038961038961","0.5","0.5","0.005249936867847791","94","90.019997","93.919998","95.339996","92.050003","92.669998","do nothing"
"0","2016-01-20","0","0","2016-01-21","ffiv","3","1","0.3333333333333333","2","0","0.52","0.5","0.5","0.0011563152088677415","90.019997","89.510002","93.919998","92.5","90.220001","94.57","do nothing"
"0","2016-01-13","0","0","2016-01-30","gogo","1","2","2","-0.058823529411764705","0","0.5162566844919786","0.5","0.5","0.007004346150267813","14.66","14.28","13.86","12.41","10.08","10.88","do nothing"
"0","2016-01-13","0","0","2016-01-30","hhc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","90.779999","93.449997","90.120003","85.989998","87.589996","92.790001","do nothing"
"0","2016-01-13","0","0","2016-01-20","ioc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","24.280001","22.370001","26.700001","27.74","28.92","27.23","do nothing"
"0","2016-01-13","0","0","2016-01-30","layn","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","5.15","5.38","5.08","5.12","5.38","6.35","do nothing"
"0","2016-01-30","0","0","2016-01-31","lci","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","26.139999","26.139999","24.33","23.610001","26.59","25.43","do nothing"
"0","2016-01-13","0","0","2016-01-31","lltc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","38.889999","42.560001","41.540001","40.869999","42.73","42.439999","do nothing"
"0","2016-01-13","0","0","2016-01-14","ltbr","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","0.83","0.84","0.77","0.77","0.7","0.72","do nothing"
"0","2016-01-13","0","0","2016-01-21","mco","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","87.110001","85.800003","86.75","87.129997","83.699997","88.120003","do nothing"
"0","2016-01-13","0","0","2016-01-30","mscc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","30.98","31.33","29.889999","30.799999","32.439999","34.630001","do nothing"
"0","2016-01-13","0","0","2016-01-20","mt","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","3.28","3.41","3.54","3.8","4.13","3.53","do nothing"
"0","2016-01-13","0","0","2016-01-28","now","1","2","2","-0.06666666666666667","0","0.5162424242424243","0.5","0.5","0.007004346150267813","76.790001","63.57","61.959999","58.619999","50.080002","54.990002","do nothing"
"0","2016-01-28","0","0","2016-01-31","now","2","1","0.5","0.3333333333333333","0","0.516969696969697","0.5","0.5","0.0017411183030077487","63.57","61.959999","59.299999","47.139999","52.040001","57.849998","do nothing"
"0","2016-01-22","2","2","2016-01-27","nvcr","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","13.81","14.09","11.29","11.03","12.06","11.17","do nothing"
"0","2016-01-13","0","0","2016-01-31","pld","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","40.5","39.470001","39.52","37.650002","37.16","40.279999","do nothing"
"0","2016-01-13","0","0","2016-01-29","pnra","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","189.360001","194","194.309998","191.529999","203.419998","207.199997","do nothing"
"0","2016-01-30","0","0","2016-01-31","regn","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","418.269989","418.269989","421.01001","390.529999","391.76001","410.209991","do nothing"
"0","2016-01-13","0","0","2016-01-22","yum","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","69.029999","68.980003","67.389999","72.370003","67.43","71.959999","do nothing"
"0","2016-01-22","0","0","2016-01-30","yum","1","4","4","-0.375","0","0.5156818181818181","0.5","0.5","0.014021983279947898","68.980003","73.099998","72.32","67.43","69.519997","72.470001","do nothing"
"0","2016-01-30","0","0","2016-01-31","yum","4","5","1.25","-1","0","0.5145454545454545","0.5","0.5","0.00437273222663778","73.099998","73.099998","72.449997","67.43","69.519997","76.190002","do nothing"
"0","2016-01-19","3","3","2016-01-30","akam","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","45.439999","45.299999","42.939999","40.98","52.549999","53.970001","do nothing"
"0","2016-01-30","3","3","2016-01-31","akam","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","45.299999","45.299999","44.389999","40.98","52.549999","55.529999","do nothing"
"0","2016-01-13","2","2","2016-01-31","abc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","93.139999","89","87.989998","83.620003","85.610001","87.43","do nothing"
"0","2016-01-20","0","0","2016-01-30","es","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","51.150002","54.57","55.080002","54.09","53.860001","54.299999","do nothing"
"0","2016-01-14","3","3","2016-01-22","awk","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","60.880001","62.439999","61.439999","64.910004","64.290001","66.269997","do nothing"
"0","2016-01-27","0","0","2016-01-29","tsco","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","84.220001","88.309998","86.720001","80.779999","85.540001","84.57","do nothing"
"0","2016-01-15","0","0","2016-01-19","tif","1","2","2","-0.25","0","0.5159090909090909","0.5","0.5","0.007004346150267813","67.650002","64.220001","61.650002","62.48","63.759998","65.260002","do nothing"
"0","2016-01-15","0","0","2016-01-27","vrtx","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","97.910004","92.5","92.389999","93.879997","79.709999","87","do nothing"
"0","2016-01-26","0","0","2016-01-30","tyc","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","33.98","34.080002","33.75","34.73","34.200001","35.18","do nothing"
"0","2016-01-19","0","0","2016-01-26","exam","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","25.92","27.799999","27.459999","27.07","24.889999","28.879999","do nothing"
"0","2016-01-19","0","0","2016-01-22","rht","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","71.599998","72.459999","71.739998","70.050003","60.93","66.110001","do nothing"
"0","2016-01-26","0","0","2016-01-27","hrl","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","76.830002","76.610001","82.019997","79.919998","41.689999","42.970001","do nothing"
"0","2016-01-27","0","0","2016-01-30","hrl","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","76.610001","82.019997","81.330002","81.400002","44.439999","42.509998","do nothing"
"0","2016-01-20","0","0","2016-01-21","agn","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","292.940002","295.790009","295.950012","281.76001","273.799988","285.820007","do nothing"
"0","2016-01-21","0","0","2016-01-30","agn","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","295.790009","282.700012","279.679993","266.299988","284.450012","290.109985","do nothing"
"0","2016-01-20","0","0","2016-01-31","ebs","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","34.860001","36.48","37.400002","33.080002","36.959999","35.119999","do nothing"
"0","2016-01-20","0","0","2016-01-26","fcb","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","30.610001","31.17","33.619999","32.720001","30.049999","30.049999","do nothing"
"0","2016-01-20","0","0","2016-01-31","hdp","2","2","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","10.02","10.4","10.27","7.8","8.99","12","do nothing"
"0","2016-01-20","0","0","2016-01-30","ipgp","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","79.839996","80.839996","79.940002","81.360001","79.489998","82.459999","do nothing"
"0","2016-01-20","0","0","2016-01-26","pbct","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","14.44","14.11","14.37","14.07","14.2","14.78","do nothing"
"0","2016-01-20","0","0","2016-01-30","sa","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","5.82","6.48","6.24","7.54","7.67","9.21","do nothing"
"0","2016-01-21","0","0","2016-01-30","cala","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","5.5","4.94","4.99","4.62","5.59","5.94","do nothing"
"0","2016-01-20","2","2","2016-01-31","hum","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","164.740005","167.580002","166.779999","156.960007","166.639999","181.229996","do nothing"
"0","2016-01-20","3","3","2016-01-27","args","1","2","2","-0.14285714285714285","0","0.5161038961038961","0.5","0.5","0.007004346150267813","2.299","2.92","3.23","2.96","3.96","4.06","do nothing"
"0","2016-01-28","0","0","2016-01-30","syna","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","66.230003","73.68","71.540001","70.25","79.080002","81.209999","do nothing"
"0","2016-01-22","-5","-5","2016-01-30","nrx","3","2","0.6666666666666666","0.125","0","0.5165909090909091","0.5","0.5","0.0023259213971477555","1.01","0.87","0.79","0.82","1.14","0.62","do nothing"
"0","2016-01-22","0","0","2016-01-26","agio","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","54.099998","51.389999","42.220001","37.150002","36.48","37.09","do nothing"
"0","2016-01-26","0","0","2016-01-28","agio","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","51.389999","43.650002","42.310001","37.939999","37.759998","38.349998","do nothing"
"0","2016-01-22","0","0","2016-01-31","cmpr","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","72.589996","78.410004","78.32","78.919998","85.059998","85.639999","do nothing"
"0","2016-01-22","0","0","2016-01-30","cor","2","1","0.5","0.125","0","0.5165909090909091","0.5","0.5","0.0017411183030077487","60.450001","65.300003","64.230003","56.490002","60.200001","64.459999","do nothing"
"0","2016-01-22","0","0","2016-01-30","eght","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","12.5","12.68","12.41","10.8","10.83","11.63","do nothing"
"0","2016-01-22","0","0","2016-01-26","ftnt","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","27.75","26.870001","28.139999","27.059999","23.91","28.059999","do nothing"
"0","2016-01-26","0","0","2016-01-27","ftnt","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","26.870001","25.83","28.389999","26.389999","23.83","28.110001","do nothing"
"0","2016-01-27","0","0","2016-01-28","ftnt","1","2","2","-1","0","0.5145454545454545","0.5","0.5","0.007004346150267813","25.83","26.360001","28.389999","26.719999","24.110001","28.4","do nothing"
"0","2016-01-28","0","0","2016-01-31","ftnt","2","1","0.5","0.3333333333333333","0","0.516969696969697","0.5","0.5","0.0017411183030077487","26.360001","28.389999","26.389999","24.23","25.42","29.610001","do nothing"
"0","2016-01-22","0","0","2016-01-28","psg","1","3","3","-0.3333333333333333","0","0.5157575757575757","0.5","0.5","0.010513164715107855","7.11","7.25","6.6","7.42","7.21","7.6","do nothing"
"0","2016-01-25","0","0","2016-01-31","omed","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","10.04","9.48","9.53","9.21","9.54","9.97","do nothing"
"0","2016-01-27","2","2","2016-01-31","atec","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","0.44","0.42","0.42","0.38","0.21","0.19","do nothing"
"0","2016-01-26","0","0","2016-01-30","awi","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","37.720001","38.139999","37.099998","37.040001","38.43","40.529999","do nothing"
"0","2016-01-26","0","0","2016-01-28","hog","1","3","3","-1","0","0.5145454545454545","0.5","0.5","0.010513164715107855","38.549999","38.919998","40.130001","41.25","38.720001","43.169998","do nothing"
"0","2016-01-28","0","0","2016-01-29","hog","3","1","0.3333333333333333","2","0","0.52","0.5","0.5","0.0011563152088677415","38.919998","40","40.130001","40.970001","39.700001","43.169998","do nothing"
"0","2016-01-26","0","0","2016-01-31","lnco","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","0.88","0.94","0.98","0.2","0.17","0.25","do nothing"
"0","2016-01-26","0","0","2016-01-31","mdso","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","43.349998","43.959999","42.09","35.080002","33.599998","35.209999","do nothing"
"0","2016-01-26","0","0","2016-01-31","omex","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","0.24","0.269","0.252","0.215","0.215","3.05","do nothing"
"0","2016-01-26","0","0","2016-01-31","pf","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","41.75","43.07","43.740002","40.080002","40.84","43.91","do nothing"
"0","2016-01-26","0","0","2016-01-30","prxl","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","63.549999","63.27","62.560001","57.43","59.82","58.689999","do nothing"
"0","2016-01-26","0","0","2016-01-30","rare","1","1","1","0","0","0.5163636363636364","0.5","0.5","0.00349552758542777","73.669998","62.009998","60.779999","50.720001","57.889999","60.990002","do nothing"
